Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
Churn,1,161.395,21.3333333,34.6666667,26,0,Silver,Billing Problem,43.3,0,0,17,1,0
Churn,1,37.011,0,0,22,0,Gold,Billing Problem,10.2,0,0,17,1,0
No Churn,0,154.518,5873.33333,15944.3333,19,0.01445087,Silver,Billing Problem,9.4,0,0,19,1,0
Churn,1,163.046,6140.66667,13519.3333,16,-0.1813114,Silver,Call Quality,18.2,0,2,16,1,0
No Churn,0,45.058,498.333333,4465,34,-0.0060753,Gold,Billing Problem,2.5,0,0,1,1,0
Churn,1,1768.13,40889,130287.667,34,-0.1859528,Silver,Billing Problem,30.3,0,0,20,1,0
No Churn,0,306.852,12399,36478.6667,26,-0.0538662,Silver,Moving,4.3,0,0,3,1,0
No Churn,0,181.688,3206.33333,23816.3333,34,-0.5296291,Silver,Billing Problem,4,0,0,34,1,0
Churn,1,382.187,13214,19933.6667,34,-0.469245,Silver,Billing Problem,19.8,0,0,11,1,0
Churn,1,168.545,5932.66667,36060,21,-0.191458,Silver,Billing Problem,20.7,0,0,9,1,0
Churn,1,303.836,6996.33333,24283,21,-0.5594107,Silver,Call Quality,17.8,0,0,5,1,0
Churn,1,65.026,2039.66667,30606,34,-0.2978723,Gold,Billing Problem,24.7,0,0,16,1,0
No Churn,0,261.924,5829,125372,34,0.54824496,Silver,Moving,5.7,0,0,4,1,0
No Churn,0,187.291,0,93.3333333,34,0,Silver,Check Account,0,0,0,17,1,0
Churn,1,233.493,11468.3333,69823.6667,20,-0.2277961,Silver,Call Quality,33,0,0,8,1,0
No Churn,0,91.455,5408,21234.3333,34,0.71916509,Gold,Billing Problem,9,0,0,8,1,0
No Churn,0,43.511,805.333333,1891.33333,34,0,Gold,Moving,5.2,0,0,6,1,0
No Churn,0,159.744,2821.66667,11033.3333,34,0.35466482,Silver,Moving,2.5,0,0,6,1,0
No Churn,0,172.926,2942,22952.3333,34,1.71518987,Silver,Billing Problem,2,0,0,11,1,0
No Churn,0,110.162,2985,6059,34,-0.3802817,Silver,Moving,2,0,0,22,1,0
No Churn,0,43.511,1362.66667,6267.33333,21,0.36363636,Gold,Billing Problem,20.3,0,0,21,1,0
No Churn,0,273.13,9333.33333,25688.6667,34,0.14141414,Silver,Call Quality,9,0,0,1,1,0
Churn,1,230.165,9233,13491,34,0.26213592,Silver,Billing Problem,14.7,0,0,17,1,0
Churn,1,250.328,4835.33333,28577,34,-1,Silver,Moving,3.3,0,0,6,1,0
Churn,1,809.055,13835,8837.66667,34,0.27835052,Gold,Call Quality,11.3,0,0,16,1,0
No Churn,0,112.632,2274.33333,12308.3333,24,-0.7261942,Silver,Moving,9.8,0,0,5,1,0
Churn,1,969.293,20920,78679,34,0.82983823,Silver,Billing Problem,24,0,0,2,1,0
No Churn,0,187.356,4766.66667,18159.6667,25,1.57322176,Silver,Billing Problem,3,0,0,25,1,0
Churn,1,59.059,379.666667,4578,34,-1,Gold,Call Quality,28.8,0,0,5,1,0
No Churn,0,208.546,18881.6667,40077.6667,34,0.01612903,Silver,Billing Problem,0,0,0,1,1,0
No Churn,0,75.725,11051.3333,24656.3333,19,-0.7674419,Gold,Call Quality,34.5,0,0,19,1,0
Churn,1,43.511,1386.33333,77.3333333,34,-0.375,Gold,Moving,10,0,0,2,1,0
No Churn,0,176.202,7371.33333,12900.3333,34,0.17543405,Silver,Billing Problem,2,0,0,22,1,0
No Churn,0,165.256,9929,28700,34,0.0228471,Silver,Billing Problem,8,0,0,4,1,0
No Churn,0,187.837,20827.3333,49733,25,-0.1103239,Silver,Moving,3.7,0,0,9,1,0
No Churn,0,75.4,3129.33333,11436.3333,34,1.59159275,Gold,Billing Problem,3.8,0,0,12,1,0
Churn,1,405.6,6330.66667,37649.6667,34,-0.3513514,Silver,Billing Problem,14.3,0,0,18,1,0
No Churn,0,179.53,4630,18050.3333,34,0.07067138,Silver,Moving,3.3,0,0,12,1,0
No Churn,0,396.708,3273.66667,83980.6667,34,0.40634596,Silver,Moving,5,0,0,4,1,0
Churn,1,169.884,3747,29521.3333,34,0.51948052,Silver,Billing Problem,20,0,0,12,1,0
Churn,1,170.222,847.666667,8217.33333,34,0.43243243,Gold,Billing Problem,10.2,0,0,24,1,0
Churn,1,195.286,2241.33333,37920.3333,34,0.29392971,Silver,Moving,40.3,0,0,14,1,0
No Churn,0,84.019,1400.33333,8834.33333,34,0.1560464,Gold,Billing Problem,23.8,0,0,34,1,0
No Churn,0,195,18510.3333,124365,34,-0.2689076,Silver,Billing Problem,7.2,0,0,14,1,0
No Churn,0,172.341,2522.33333,20309.6667,34,-0.1343284,Silver,Billing Problem,3.5,0,0,3,1,0
No Churn,0,153.946,973.333333,19688,34,-0.370523,Silver,Billing Problem,6.5,0,0,5,1,0
No Churn,0,132.197,0,1005.33333,34,-0.4,Silver,Billing Problem,6,0,0,13,1,0
Churn,1,43.511,0,0,34,0,Gold,Call Quality,34.5,0,0,17,1,0
Churn,1,184.496,9887,37953,34,-0.9893993,Silver,Billing Problem,33.3,0,0,11,1,0
No Churn,0,192.66,16710.6667,54858.3333,34,-0.2364946,Silver,Billing Problem,11.8,0,0,7,1,0
Churn,1,200.356,14770.3333,33961.6667,34,-0.5995624,Silver,Billing Problem,2.3,0,0,19,1,0
No Churn,0,109.343,6304.66667,4602.33333,34,0.0703603,Silver,Check Account,0,0,0,15,1,0
No Churn,0,110.162,8510.33333,20664.3333,31,0.16419792,Silver,Billing Problem,14.7,0,0,15,1,0
No Churn,0,165.256,3875.33333,50728.6667,34,-0.2181818,Silver,Check Account,0,0,0,8,1,0
No Churn,0,171.704,16494.3333,59019.3333,24,-0.2428576,Gold,Billing Problem,14,0,0,12,1,0
No Churn,0,575.978,46,45.3333333,30,-1,Silver,Billing Problem,10.5,0,0,17,1,0
No Churn,0,288.262,15120.3333,48606,34,0.49801061,Silver,Billing Problem,9.2,0,0,13,1,0
No Churn,0,258.128,1126.33333,16099.6667,34,0.54196054,Silver,Billing Problem,16.8,0,0,13,1,0
Churn,1,221.715,8140,20925.3333,17,-0.5159179,Silver,Billing Problem,18,0,0,9,1,0
No Churn,0,55.081,22.6666667,139.666667,34,0.2,Gold,Check Account,0,0,11,17,1,0
No Churn,0,261.729,9478.33333,57194.6667,34,0.57894737,Silver,Billing Problem,12,0,0,13,1,0
Churn,1,43.511,6.66666667,72.6666667,34,0,Gold,Moving,4,0,0,17,1,0
Churn,1,249.288,6506.33333,48646.6667,34,-0.251739,Silver,Billing Problem,18,0,0,3,1,0
Churn,1,95.147,24.3333333,96.3333333,34,7.57142857,Gold,Billing Problem,30,0,0,34,1,0
No Churn,0,1315.938,57909.3333,172371.333,34,-0.0904696,Silver,Moving,5,0,0,34,1,0
No Churn,0,176.371,31510.3333,158619.333,34,-0.1136154,Silver,Call Quality,18.8,0,0,18,1,0
No Churn,0,63.921,269,7027.33333,34,-0.2941176,Gold,Billing Problem,12.2,0,0,34,1,0
Churn,1,275.418,10451.3333,30957.3333,34,-0.5947927,Silver,Billing Problem,11.7,0,0,13,1,0
No Churn,0,226.785,2096,4986.66667,34,-0.4043675,Silver,Billing Problem,5,0,0,26,1,0
No Churn,0,284.284,7071,16028,34,0.08816121,Silver,Billing Problem,14.8,0,0,34,1,0
No Churn,0,256.516,6973.66667,67399,34,-0.1046931,Silver,Billing Problem,15.3,0,0,13,1,0
Churn,1,272.948,11015.3333,24803.3333,34,0.36342715,Silver,Call Quality,16,0,0,3,1,0
No Churn,0,132.197,2171,12511.6667,34,0.3255814,Silver,Moving,0,0,0,15,1,0
Churn,1,182.689,14589.3333,36343.6667,34,-1,Silver,Call Quality,5.3,0,0,17,1,0
Churn,1,159.744,3718,5251.33333,34,-1,Gold,Moving,0,0,0,8,1,0
Churn,1,216.112,2766,7128,34,-1,Silver,Call Quality,15.5,0,0,34,1,0
No Churn,0,47.125,397,2526.33333,34,-0.7692308,Gold,Moving,9.6,0,0,11,1,0
Churn,1,119.678,3360.33333,9304.66667,34,1.40967742,Gold,Billing Problem,19,0,0,9,1,0
Churn,1,101.153,5995.33333,8509.33333,34,-0.5932203,Gold,Billing Problem,10,0,0,34,1,0
No Churn,0,55.419,2641,7784,34,0.22727273,Gold,Billing Problem,6,0,0,6,1,0
No Churn,0,48.477,967.666667,9222.33333,34,0.13076923,Gold,Moving,1,0,0,34,1,0
No Churn,0,275.418,0,0,34,0.07419355,Silver,Billing Problem,0,0,0,17,1,0
No Churn,0,165.529,3966.33333,30612.6667,34,-0.1449045,Silver,Billing Problem,6.5,0,0,0,1,0
Churn,1,132.197,2855,28699.6667,16,-1,Silver,Billing Problem,42.6,0,0,3,1,0
No Churn,0,246.415,19470.3333,98796,34,-0.3076923,Silver,Moving,10.3,0,0,7,1,0
Churn,1,198.302,11616.6667,135466,34,-0.6182657,Silver,Billing Problem,18.2,0,0,13,1,0
No Churn,0,43.511,21.3333333,94,34,0,Gold,Check Account,9,0,0,17,1,0
No Churn,0,132.197,22770,38074.3333,34,0.3429101,Silver,Billing Problem,5.3,0,0,10,1,0
No Churn,0,166.66,769,7323.33333,34,-0.184466,Gold,Billing Problem,2,0,0,10,1,0
Churn,1,37.011,1562.33333,28051.6667,16,-1,Gold,Billing Problem,45.2,0,0,7,1,0
Churn,1,110.448,2966,31152.6667,24,-0.951417,Gold,Billing Problem,6.8,0,0,5,1,0
No Churn,0,197.899,18551.6667,114328.667,34,-0.2319572,Silver,Moving,6.8,0,0,11,1,0
Churn,1,299.156,12006,96479.3333,34,-1,Silver,Billing Problem,27.3,0,0,13,1,0
No Churn,0,354.055,4831,23370,34,-0.2062589,Silver,Billing Problem,13,0,0,7,1,0
Churn,1,114.699,726.333333,2533.66667,34,-0.1363636,Gold,Call Quality,16.3,0,0,18,1,0
Churn,1,137.54,8002.33333,12254.6667,34,-0.9086294,Gold,Call Quality,33.5,0,0,8,1,0
Churn,1,43.511,2163.66667,11044.3333,34,0.328125,Gold,Call Quality,11.6,0,0,6,1,0
No Churn,0,354.965,14929,48291.6667,34,-0.1746487,Silver,Billing Problem,1.7,0,0,1,1,0
No Churn,0,283.881,7721.33333,24318.3333,34,-0.304816,Silver,Check Account,0,0,0,2,1,0
No Churn,0,136.799,8300.66667,26504.6667,34,-0.7470489,Silver,Billing Problem,39.8,0,0,5,1,0
No Churn,0,133.289,1804.66667,23987,33,-0.121012,Silver,Billing Problem,7,0,0,9,1,0
No Churn,0,134.875,2894,22290.3333,34,0.01694915,Gold,Billing Problem,2,0,0,10,1,0
Churn,1,589.082,6450.33333,49830,34,-0.3840125,Silver,Billing Problem,14.3,0,0,5,1,0
No Churn,0,62.738,8074.66667,12229.3333,34,-0.2666667,Gold,Billing Problem,7.5,0,0,21,1,0
Churn,1,43.511,5043.66667,24060.3333,34,-1,Gold,Billing Problem,15.5,0,0,25,1,0
Churn,1,46.15,2651,19692,34,-1,Gold,Call Quality,21.3,0,0,13,1,0
No Churn,0,187.291,6070.33333,22701.3333,33,0.12795276,Silver,Billing Problem,7.3,0,0,34,1,0
No Churn,0,120.406,2964.33333,18294,33,-0.5395379,Silver,Moving,4,0,0,16,1,0
No Churn,0,190.021,1354,12509.6667,33,-0.4315789,Silver,Check Account,0,0,0,33,1,0
No Churn,0,165.256,1478.66667,13778.6667,33,-0.0681363,Silver,Check Account,36,0,0,9,1,0
No Churn,0,159.809,2299.33333,1912.33333,33,-0.25,Silver,Billing Problem,11,0,0,33,1,0
Churn,1,92.872,8411,16653.3333,33,-0.5142857,Gold,Billing Problem,31.7,0,0,11,1,0
No Churn,0,450.398,6414,30662,33,-0.0536398,Silver,Call Quality,3,0,16,10,1,0
No Churn,0,395.694,19871.6667,74804.6667,33,0.26722338,Silver,Billing Problem,5.2,0,0,1,1,0
No Churn,0,213.33,18794,58323.6667,33,-0.1951453,Silver,Billing Problem,9.3,0,0,5,1,0
No Churn,0,99.151,1566.66667,6959.66667,33,0.08695652,Gold,Billing Problem,10,0,0,7,1,0
Churn,1,335.543,305,16728,33,-1,Silver,Call Quality,19,0,0,8,1,0
No Churn,0,275.847,14129,52426,33,-0.0424782,Silver,Billing Problem,0,0,0,7,1,0
No Churn,0,247.728,15071.3333,74702,33,-0.0187377,Silver,Billing Problem,5,0,0,15,1,0
Churn,1,67.197,12502.6667,53874.3333,20,-0.5588235,Gold,Billing Problem,7,0,0,21,1,0
Churn,1,360.841,2475,86783.6667,33,-0.2188184,Silver,Billing Problem,29,0,0,13,1,0
Churn,1,136.253,1697.66667,2240,33,-1,Gold,Moving,0,0,0,2,1,0
Churn,1,46.826,78,2722,27,3,Gold,Call Quality,21.8,0,0,6,1,0
Churn,1,339.196,22058.6667,181016,33,-0.1523593,Silver,Billing Problem,10,0,0,33,1,0
No Churn,0,230.503,10428.3333,37109,33,0.10169492,Gold,Billing Problem,7,0,0,12,1,0
No Churn,0,613.912,15879.6667,121454,33,-0.3663745,Silver,Billing Problem,6.7,0,0,3,1,0
Churn,1,204.932,4132.66667,15547.3333,33,-1,Silver,Call Quality,12.7,0,0,7,1,0
Churn,1,69.368,5291.66667,49325.3333,33,-0.7884615,Gold,Billing Problem,19.2,0,0,13,1,0
No Churn,0,213.59,167.666667,36,33,-1,Gold,Billing Problem,3,0,0,33,1,0
Churn,1,525.512,7274,20057.3333,33,-0.4137931,Silver,Billing Problem,13,0,0,12,1,0
No Churn,0,208.767,6724.66667,9253.66667,33,-0.2767857,Silver,Moving,2,0,0,21,1,0
No Churn,0,223.613,8169,33667.6667,33,0.66757493,Silver,Billing Problem,5.8,0,0,0,1,0
Churn,1,43.511,853.333333,694.333333,33,1.07692308,Gold,Call Quality,41.5,0,0,1,1,0
No Churn,0,132.197,5328,12001.3333,33,-0.0278746,Silver,Billing Problem,7.7,0,0,8,1,0
No Churn,0,219.986,5363.33333,11685.3333,33,-0.0788043,Silver,Billing Problem,6,0,0,10,1,0
No Churn,0,274.95,10714,98850.3333,33,-0.1017544,Silver,Call Quality,14.4,0,0,21,1,0
No Churn,0,339.833,30837.3333,113493.667,33,0.06058936,Silver,Billing Problem,6,0,32,15,1,0
Churn,1,191.308,1140,1212.66667,33,-1,Silver,Call Quality,3,0,0,17,1,0
Churn,1,78.767,16256.6667,38543.6667,27,-0.9859221,Silver,Billing Problem,21.2,0,0,8,1,0
Churn,1,200.395,48595.6667,244458.333,21,-0.9999861,Silver,Call Quality,33.7,0,0,4,1,0
Churn,1,58.76,40,481.666667,33,0.625,Gold,Call Quality,5.3,0,0,33,1,0
Churn,1,299.403,6450.66667,38005,33,0.11811024,Silver,Billing Problem,11.5,0,0,33,1,0
No Churn,0,149.058,1042,9348,33,-0.4861111,Gold,Billing Problem,4.7,0,0,33,1,0
No Churn,0,201.084,714,8230,33,-0.4113653,Silver,Billing Problem,18.2,0,0,33,1,0
Churn,1,499.213,16093,55947.3333,33,-0.2974384,Silver,Billing Problem,21,0,0,4,1,0
Churn,1,379.6,34809.6667,74344.3333,33,-0.1103095,Silver,Billing Problem,23.5,0,0,1,1,0
No Churn,0,196.313,16032,58200,33,-0.1104651,Silver,Billing Problem,14.6,0,0,2,1,0
No Churn,0,238.888,29378.6667,57870.3333,19,-0.1772959,Silver,Billing Problem,9.8,0,0,8,1,0
Churn,1,230.802,15998.6667,71205.3333,33,-0.1845259,Silver,Call Quality,18.8,0,0,2,1,0
Churn,1,180.869,1258,9288.33333,18,-1,Silver,Moving,5,0,0,12,1,0
No Churn,0,157.963,601.666667,7740.33333,33,0.49189189,Gold,Check Account,0,0,0,3,1,0
Churn,1,69.654,462,89,33,2,Gold,Call Quality,28.7,0,0,33,1,0
Churn,1,439.894,29886,91919,33,-0.7919155,Silver,Call Quality,13.8,0,0,7,1,0
No Churn,0,109.356,21,278.333333,33,3.5,Gold,Billing Problem,6,0,0,2,1,0
Churn,1,316.888,8134,40660.3333,33,-0.9965669,Silver,Call Quality,23.7,0,0,33,1,0
No Churn,0,187.291,11356.6667,59775,33,-0.1691542,Silver,Call Quality,13.3,0,0,13,1,0
Churn,1,193.154,15635.6667,18318.6667,33,-0.7529461,Silver,Call Quality,14.8,0,0,21,1,0
No Churn,0,348.023,6390,46793.6667,33,-0.2984963,Silver,Call Quality,2,0,0,14,1,0
No Churn,0,165.256,3784.33333,40675.3333,33,-0.3045363,Silver,Moving,1.7,0,0,4,1,0
Churn,1,56.498,2494.33333,5431.33333,33,1.32258065,Gold,Billing Problem,15.3,0,0,11,1,0
Churn,1,334.126,12062,73173.3333,33,-0.7463925,Silver,Billing Problem,15.3,0,0,8,1,0
No Churn,0,191.126,12787.6667,58058.6667,33,-0.2241379,Silver,Call Quality,0,0,0,21,1,0
No Churn,0,168.532,8891.33333,44247,33,0.05106383,Silver,Billing Problem,1,0,0,7,1,0
No Churn,0,165.256,7612.33333,39442,33,0.06134969,Silver,Billing Problem,6.2,0,0,9,1,0
Churn,1,223.639,891.333333,31611.6667,33,-0.9926108,Silver,Call Quality,25,0,0,7,1,0
Churn,1,264.784,14480.6667,34600.3333,33,-0.9926108,Silver,Call Quality,25,0,0,0,1,0
Churn,1,417.846,19351.3333,71113.6667,33,-0.4081487,Silver,Billing Problem,16.2,0,0,3,1,0
No Churn,0,222.781,30765,59255.3333,33,0.14379085,Silver,Billing Problem,2,0,0,33,1,0
Churn,1,111.956,1811.66667,3258.33333,19,0.42139268,Gold,Billing Problem,16.4,0,0,1,1,0
No Churn,0,825.071,22123,56112.6667,33,0.13831519,Silver,Billing Problem,18.2,0,0,6,1,0
No Churn,0,261.365,25447.3333,68223.6667,33,0.42389525,Silver,Moving,4,0,0,8,1,0
Churn,1,628.316,14210,60386.3333,15,-0.1992872,Silver,Billing Problem,16.5,0,0,8,1,0
No Churn,0,187.291,1151.66667,28066,33,0.10554562,Silver,Billing Problem,7.4,0,0,10,1,0
Churn,1,281.554,20955.6667,41910,33,-0.1427121,Silver,Billing Problem,22.2,0,0,18,1,0
Churn,1,264.407,4928.66667,21780,17,-0.9543677,Silver,Call Quality,9,0,0,4,1,0
No Churn,0,120.107,7669,51617.6667,33,-0.7393509,Silver,Billing Problem,9.3,0,0,33,1,0
No Churn,0,306.137,28044.3333,45265,33,0.42754368,Silver,Billing Problem,4.5,0,0,1,1,0
Churn,1,75.569,1273.33333,17434,16,-0.2173913,Gold,Billing Problem,29.5,0,0,13,1,0
No Churn,0,132.197,3670.33333,14783,33,0.20869565,Silver,Call Quality,27.6,0,0,20,1,0
No Churn,0,399.815,12272.3333,12648.3333,33,-0.8947368,Gold,Billing Problem,5.7,0,0,33,1,0
Churn,1,132.197,551,8827.66667,33,-0.1,Silver,Billing Problem,30.6,0,0,10,1,0
Churn,1,247.949,1,2879,33,0,Silver,Call Quality,25,0,0,11,1,0
Churn,1,197.171,25778.6667,36927.6667,33,-0.6356576,Silver,Call Quality,18.2,0,0,4,1,0
No Churn,0,189.293,16622,57009.3333,33,0.12280702,Silver,Billing Problem,13.9,0,0,6,1,0
No Churn,0,336.206,6935.33333,113118,33,-0.0716612,Silver,Billing Problem,8,0,0,33,1,0
No Churn,0,513.357,6582.33333,65121.6667,33,-0.4414226,Silver,Billing Problem,0,0,0,33,1,0
No Churn,0,215.579,9565,30173,33,0.21377331,Silver,Billing Problem,13.5,0,0,33,1,0
Churn,1,98.449,243,13885.3333,33,-1,Gold,Billing Problem,29,0,0,33,1,0
No Churn,0,182.624,1591.33333,4142.66667,33,-0.4285714,Silver,Billing Problem,2,0,0,24,1,0
Churn,1,195.104,7953.66667,19995.6667,33,-1,Silver,Call Quality,17,0,0,8,1,0
Churn,1,155.974,2514.33333,7315,33,-1,Silver,Call Quality,22,0,0,11,1,0
No Churn,0,439.114,48953.3333,113128.333,33,0.43931282,Silver,Check Account,0,0,0,5,1,0
No Churn,0,166.582,8193.33333,36008,32,0.47803843,Silver,Billing Problem,4.3,0,0,4,1,0
Churn,1,50.141,92.6666667,210,32,1,Gold,Billing Problem,12.6,0,0,6,1,0
No Churn,0,209.677,2351.33333,49742.3333,17,0.54,Silver,Call Quality,13.8,0,0,8,1,0
No Churn,0,141.856,2226.66667,4430.66667,32,-0.5540541,Gold,Billing Problem,5.8,0,0,6,1,0
No Churn,0,201.11,3080.33333,26651.3333,32,-0.2575758,Silver,Billing Problem,24.8,0,0,20,1,0
Churn,1,380.016,17595.3333,44468.6667,32,-0.3522727,Silver,Call Quality,29,0,0,9,1,0
No Churn,0,333.164,780.666667,28412.3333,32,-0.3918422,Silver,Billing Problem,6,0,0,35,1,0
No Churn,0,307.372,2162.33333,58037,32,0.58117647,Silver,Billing Problem,10.7,0,0,13,1,0
No Churn,0,281.827,12390,61270.6667,32,-0.2870264,Silver,Billing Problem,3.2,0,0,5,1,0
No Churn,0,206.739,4623,37225.6667,32,0.1199095,Silver,Billing Problem,3,0,0,12,1,0
No Churn,0,781.027,33395,96857,32,0.00641959,Silver,Billing Problem,26.3,0,0,8,1,0
No Churn,0,224.562,8599.66667,36318.3333,32,1.50895141,Silver,Billing Problem,25.4,0,0,6,1,0
No Churn,0,789.204,43167.3333,133645,29,0.11139724,Silver,Billing Problem,2.7,0,4,8,1,0
No Churn,0,210.158,9688,16629.6667,21,-0.9465347,Silver,Call Quality,27.3,0,0,7,1,0
Churn,1,329.875,1193.33333,51913.6667,32,-0.3948127,Silver,Billing Problem,13.3,0,0,18,1,0
Churn,1,195.728,1013.66667,9955.33333,32,2.71641791,Gold,Billing Problem,24.8,0,0,4,1,0
No Churn,0,138.021,2516.33333,25152,32,-0.372093,Silver,Check Account,0,0,0,32,1,0
No Churn,0,222.846,10985.3333,28759.3333,32,0.18471338,Silver,Check Account,0,0,0,32,1,0
Churn,1,1201.733,11206,42666.6667,32,0.07351639,Silver,Billing Problem,27.3,0,0,11,1,0
Churn,1,275.418,1409.33333,25886.3333,20,-0.3372093,Silver,Billing Problem,8.5,0,0,9,1,0
Churn,1,386.542,1574.33333,15803,20,-0.3372093,Silver,Billing Problem,8.5,0,0,9,1,0
Churn,1,261.339,11477,38942.3333,32,-0.4791319,Silver,Billing Problem,19,0,0,17,1,0
No Churn,0,233.753,4330.66667,4962.66667,32,0.0964467,Gold,Billing Problem,3.5,0,0,12,1,0
No Churn,0,172.094,16823.6667,11566.3333,32,0.1625,Silver,Billing Problem,3.5,0,0,32,1,0
Churn,1,44.668,4,2567,32,-1,Gold,Call Quality,16.4,0,0,13,1,0
Churn,1,218.894,7666.66667,12663.6667,32,-1,Gold,Call Quality,7.2,0,0,12,1,0
No Churn,0,153.764,1483.33333,21396.3333,32,0.4813278,Silver,Check Account,0,0,0,13,1,0
No Churn,0,162.812,10662.3333,31879.6667,32,0.02046036,Silver,Billing Problem,4,0,4,21,1,0
No Churn,0,384.826,9178,43050.3333,32,-0.3423105,Silver,Billing Problem,6.5,0,0,6,1,0
Churn,1,43.511,0,0,32,0,Gold,Billing Problem,7.8,0,0,17,1,0
Churn,1,187.291,8594,23005,32,-0.9772727,Silver,Billing Problem,14.9,0,0,8,1,0
No Churn,0,348.556,1448.33333,7508.33333,32,0.27064171,Silver,Billing Problem,16.5,0,0,2,1,0
Churn,1,748.904,38105.6667,121755,32,-0.8241583,Silver,Billing Problem,15.9,0,0,14,1,0
No Churn,0,253.032,7258.33333,41808.3333,32,1.3262519,Silver,Check Account,0,0,0,5,1,0
No Churn,0,106.704,465.666667,3947.33333,32,-0.9230769,Gold,Billing Problem,5,0,0,7,1,0
Churn,1,208.962,1687,9940.33333,32,-1,Gold,Call Quality,23,0,222,5,1,0
Churn,1,113.048,0,0,20,0,Silver,Billing Problem,24.8,0,0,17,1,0
No Churn,0,275.418,5227.33333,46258.6667,32,0.23336372,Silver,Moving,6,0,0,10,1,0
No Churn,0,155.753,4973.33333,9738.33333,32,0.44827586,Gold,Billing Problem,5.7,0,0,12,1,0
Churn,1,308.425,6302,18728.3333,32,-1,Silver,Billing Problem,18.8,0,0,32,1,0
No Churn,0,219.206,2943,21560,32,-0.2361963,Silver,Billing Problem,4.3,0,0,4,1,0
No Churn,0,242.658,4163.33333,75447.6667,32,-0.1865134,Silver,Moving,2.5,0,0,5,1,0
No Churn,0,768.573,41.6666667,3299.33333,32,-1,Gold,Billing Problem,19.8,0,0,11,1,0
Churn,1,235.066,21912,127144,17,-0.3757589,Silver,Billing Problem,32.2,0,0,3,1,0
No Churn,0,187.291,11337.3333,64706,32,-0.2043682,Silver,Moving,4,0,0,5,1,0
Churn,1,132.197,698.333333,7954.33333,32,0.26315789,Silver,Call Quality,50.5,0,0,28,1,0
No Churn,0,369.668,34624.3333,93111,32,-0.2372944,Silver,Billing Problem,2.8,0,0,1,1,0
No Churn,0,406.744,5791,50903.3333,32,-0.0325733,Silver,Billing Problem,4,0,0,32,1,0
No Churn,0,198.302,1760,12619.6667,32,-0.0875653,Silver,Billing Problem,3,0,0,32,1,0
No Churn,0,272.831,17574.3333,52149.3333,17,-0.0553191,Silver,Billing Problem,14.5,0,0,2,1,0
No Churn,0,138.736,5180.66667,12062.3333,32,-0.119186,Silver,Billing Problem,21,0,0,21,1,0
Churn,1,285.779,2865,25877.6667,24,-1,Silver,Call Quality,15.3,0,0,13,1,0
Churn,1,911.053,10284.6667,62178.3333,32,-1,Silver,Call Quality,8.7,0,0,32,1,0
Churn,1,192.335,9457.66667,65242.6667,32,-0.3757962,Silver,Billing Problem,19.2,0,0,4,1,0
No Churn,0,44.174,956,1832.66667,32,-0.3225806,Gold,Call Quality,42.7,0,0,17,1,0
Churn,1,166.621,1920.33333,9523,32,0.83369565,Silver,Billing Problem,7.7,0,0,16,1,0
Churn,1,43.511,1190.33333,3818.66667,32,-0.88,Gold,Billing Problem,56.5,0,0,10,1,0
Churn,1,300.846,10073.3333,17249.6667,32,-0.1447084,Silver,Billing Problem,6.1,0,0,20,1,0
No Churn,0,74.282,412,3432.66667,32,0.875,Gold,Billing Problem,0,0,0,32,1,0
No Churn,0,240.006,27623.6667,55732.6667,32,-0.0318949,Silver,Billing Problem,6.2,0,0,11,1,0
No Churn,0,166.075,1645.66667,48740.6667,32,-0.3188908,Silver,Billing Problem,9,0,0,10,1,0
No Churn,0,168.012,4641,9506.33333,32,-0.6111111,Gold,Billing Problem,15.7,0,0,7,1,0
No Churn,0,256.1,7315,35456.6667,32,0.21661238,Silver,Billing Problem,11.8,0,0,9,1,0
No Churn,0,568.763,5683,30201.6667,29,-0.2724175,Silver,Billing Problem,21.2,0,0,1,1,0
Churn,1,106.665,1172.66667,7766.33333,32,-0.8672566,Gold,Billing Problem,17.8,0,0,3,1,0
Churn,1,270.621,6538,105685.333,26,-0.3776634,Silver,Billing Problem,17.4,0,0,5,1,0
Churn,1,344.201,45639,198411,32,-0.8169197,Silver,Billing Problem,31.7,0,0,1,1,0
No Churn,0,95.472,3421.66667,8574.33333,32,-0.1741573,Gold,Billing Problem,5.7,0,0,11,1,0
No Churn,0,162.604,3314.66667,18184,16,0.23763894,Silver,Moving,8,0,0,16,1,0
Churn,1,165.256,8401.66667,26128,32,-0.8715596,Silver,Billing Problem,12,0,0,5,1,0
No Churn,0,165.256,5344,37651.3333,24,-0.1748252,Silver,Check Account,0,0,0,3,1,0
No Churn,0,330.512,3898.66667,18224.6667,32,0.06181946,Silver,Moving,0,0,0,26,1,0
No Churn,0,133.172,1130,11391.3333,32,0.10588658,Silver,Moving,4.6,0,0,4,1,0
Churn,1,282.308,15305,60280.3333,32,-0.9885838,Silver,Billing Problem,11.5,0,29,9,1,0
No Churn,0,199.953,15833.6667,43144.6667,32,-0.3210775,Silver,Billing Problem,1.3,0,0,3,1,0
